loan_amnt,int_rate,grade,emp_length,annual_inc,loan_status,purpose
2800.0,9.17,B,10+ years,36000.0,Fully Paid,credit_card
25000.0,13.99,C,7 years,73000.0,Fully Paid,debt_consolidation
19200.0,19.89,E,8 years,75000.0,Fully Paid,debt_consolidation
15400.0,23.13,F,7 years,35000.0,Charged Off,debt_consolidation
5000.0,14.85,C,< 1 year,26880.0,Charged Off,debt_consolidation
16200.0,13.99,C,5 years,65000.0,Charged Off,debt_consolidation
30000.0,20.5,E,5 years,227698.0,Charged Off,major_purchase
7500.0,9.17,B,6 years,30000.0,Fully Paid,debt_consolidation
15000.0,15.77,D,3 years,79950.0,Charged Off,debt_consolidation
15700.0,11.99,C,9 years,61000.0,Fully Paid,debt_consolidation
13300.0,21.48,E,2 years,37000.0,Fully Paid,debt_consolidation
6500.0,13.44,C,1 year,41000.0,Fully Paid,debt_consolidation
7100.0,18.49,D,10+ years,58000.0,Charged Off,debt_consolidation
10000.0,11.99,C,9 years,118000.0,Fully Paid,house
16300.0,7.49,A,< 1 year,100000.0,Fully Paid,debt_consolidation
12000.0,16.59,D,10+ years,52000.0,Charged Off,small_business
14000.0,13.99,C,10+ years,43000.0,Charged Off,debt_consolidation
35000.0,11.48,B,7 years,120000.0,Current,credit_card
6000.0,7.49,A,10+ years,92000.0,Fully Paid,debt_consolidation
24000.0,16.59,D,10+ years,109000.0,Charged Off,debt_consolidation
30800.0,18.49,D,10+ years,65000.0,Fully Paid,debt_consolidation
17000.0,13.99,C,9 years,80000.0,Charged Off,debt_consolidation
6000.0,5.32,A,2 years,99000.0,Fully Paid,debt_consolidation
18000.0,13.44,C,4 years,200000.0,Current,debt_consolidation
34750.0,18.49,D,10+ years,79000.0,Fully Paid,debt_consolidation
20000.0,11.48,B,3 years,46000.0,Fully Paid,debt_consolidation
5000.0,12.88,C,7 years,50000.0,Fully Paid,debt_consolidation
11000.0,10.78,B,5 years,39000.0,Fully Paid,debt_consolidation
30000.0,13.44,C,4 years,104000.0,Fully Paid,debt_consolidation
8000.0,5.32,A,10+ years,48000.0,Fully Paid,home_improvement
1000.0,14.85,C,2 years,44000.0,Fully Paid,credit_card
6000.0,8.49,B,10+ years,65000.0,Fully Paid,credit_card
18125.0,18.49,D,5 years,65000.0,Current,small_business
12000.0,9.8,B,10+ years,50000.0,Fully Paid,debt_consolidation
3000.0,11.99,C,10+ years,75000.0,Fully Paid,debt_consolidation
8650.0,17.97,D,3 years,60000.0,Charged Off,debt_consolidation
15000.0,10.78,B,5 years,88000.0,Fully Paid,debt_consolidation
5000.0,8.49,B,4 years,115000.0,Fully Paid,major_purchase
15000.0,19.89,E,2 years,55000.0,Current,moving
8000.0,14.85,C,< 1 year,110000.0,Fully Paid,credit_card
22400.0,10.78,B,6 years,70000.0,Fully Paid,credit_card
6000.0,9.17,B,5 years,30000.0,Fully Paid,major_purchase
26500.0,12.88,C,7 years,53000.0,Current,credit_card
10400.0,13.99,C,2 years,34000.0,Charged Off,debt_consolidation
8000.0,8.49,B,1 year,39000.0,Fully Paid,debt_consolidation
32475.0,18.99,E,10+ years,65000.0,Fully Paid,home_improvement
24000.0,14.85,C,4 years,66000.0,Fully Paid,other
10200.0,7.91,A,10+ years,130000.0,Fully Paid,credit_card
15000.0,9.17,B,< 1 year,50000.0,Fully Paid,debt_consolidation
6000.0,11.48,B,10+ years,53000.0,Fully Paid,other
14700.0,11.48,B,6 years,52000.0,Fully Paid,debt_consolidation
21000.0,11.99,C,10+ years,156000.0,Current,credit_card
5000.0,11.99,C,,17000.0,Fully Paid,debt_consolidation
19000.0,14.85,C,8 years,38000.0,Charged Off,credit_card
12000.0,12.88,C,5 years,75000.0,Fully Paid,other
12000.0,9.17,B,1 year,36000.0,Fully Paid,debt_consolidation
22000.0,5.32,A,9 years,50000.0,Fully Paid,debt_consolidation
6000.0,9.8,B,3 years,61800.0,Fully Paid,debt_consolidation
20000.0,11.99,C,2 years,71000.0,Fully Paid,credit_card
11200.0,19.48,E,6 years,60920.0,Current,credit_card
7000.0,10.78,B,10+ years,38000.0,Charged Off,debt_consolidation
12775.0,19.89,E,10+ years,57000.0,Charged Off,debt_consolidation
3500.0,10.78,B,< 1 year,75000.0,Fully Paid,moving
8000.0,8.49,B,3 years,176000.0,Fully Paid,credit_card
35000.0,7.91,A,10+ years,125000.0,Fully Paid,debt_consolidation
17000.0,19.89,E,10+ years,50000.0,Fully Paid,debt_consolidation
25000.0,12.88,C,5 years,150000.0,Fully Paid,debt_consolidation
10000.0,9.8,B,10+ years,175000.0,Fully Paid,credit_card
12000.0,11.48,B,< 1 year,80000.0,Fully Paid,debt_consolidation
10000.0,13.99,C,10+ years,100000.0,Current,debt_consolidation
8000.0,14.85,C,3 years,38000.0,Fully Paid,credit_card
8000.0,13.44,C,10+ years,60000.0,Fully Paid,debt_consolidation
15000.0,13.44,C,10+ years,100000.0,Charged Off,credit_card
16625.0,17.97,D,10+ years,70000.0,Fully Paid,home_improvement
20000.0,5.32,A,4 years,130000.0,Fully Paid,debt_consolidation
18000.0,13.99,C,10+ years,87200.0,Late (31-120 days),credit_card
20000.0,13.99,C,9 years,72000.0,Charged Off,debt_consolidation
7800.0,16.59,D,6 years,48000.0,Fully Paid,debt_consolidation
29325.0,23.13,F,1 year,72000.0,Current,credit_card
14250.0,15.77,D,9 years,45000.0,Current,debt_consolidation
8000.0,6.49,A,10+ years,40000.0,Fully Paid,debt_consolidation
35000.0,13.44,C,10+ years,80000.0,Fully Paid,credit_card
30000.0,11.99,C,10+ years,128000.0,Fully Paid,credit_card
6000.0,11.99,C,10+ years,50000.0,Charged Off,debt_consolidation
10000.0,9.8,B,10+ years,37000.0,Fully Paid,credit_card
17875.0,18.99,E,3 years,80000.0,Fully Paid,debt_consolidation
8000.0,13.44,C,1 year,36504.0,Fully Paid,home_improvement
6875.0,9.8,B,2 years,48000.0,Fully Paid,credit_card
16000.0,11.99,C,10+ years,95000.0,Fully Paid,credit_card
5000.0,8.49,B,3 years,70000.0,Fully Paid,credit_card
6750.0,19.89,E,8 years,20000.0,Fully Paid,small_business
11150.0,11.48,B,10+ years,49000.0,Fully Paid,other
12800.0,13.44,C,10+ years,70000.0,Current,other
14825.0,10.78,B,10+ years,71000.0,Fully Paid,credit_card
15600.0,9.17,B,< 1 year,120000.0,Fully Paid,credit_card
13000.0,10.78,B,2 years,40704.0,Fully Paid,debt_consolidation
11000.0,12.88,C,3 years,35000.0,Charged Off,credit_card
17100.0,19.89,E,1 year,57000.0,Charged Off,debt_consolidation
30000.0,17.97,D,10+ years,72000.0,Fully Paid,home_improvement
11325.0,19.89,E,5 years,43751.0,Fully Paid,other
14000.0,16.59,D,2 years,45000.0,Current,debt_consolidation
30000.0,11.99,C,4 years,95500.0,Fully Paid,debt_consolidation
21000.0,17.97,D,10+ years,75000.0,Fully Paid,debt_consolidation
6000.0,15.77,D,10+ years,27000.0,Fully Paid,other
20250.0,16.59,D,1 year,40536.0,Fully Paid,debt_consolidation
6500.0,12.88,C,2 years,40000.0,Fully Paid,credit_card
12000.0,15.77,D,7 years,37000.0,Fully Paid,medical
6000.0,17.27,D,5 years,50000.0,Charged Off,debt_consolidation
25000.0,12.88,C,10+ years,65000.0,Fully Paid,debt_consolidation
15500.0,8.49,B,8 years,63000.0,Fully Paid,debt_consolidation
18650.0,10.78,B,< 1 year,48000.0,Charged Off,debt_consolidation
23250.0,17.27,D,1 year,58058.0,Charged Off,debt_consolidation
10000.0,14.85,C,10+ years,51000.0,Fully Paid,other
19175.0,17.27,D,5 years,102000.0,Fully Paid,other
35000.0,10.78,B,10+ years,130000.0,Fully Paid,debt_consolidation
2000.0,10.78,B,5 years,25000.0,Fully Paid,other
6300.0,11.99,C,,96000.0,Charged Off,debt_consolidation
4000.0,12.88,C,10+ years,56000.0,Fully Paid,debt_consolidation
18000.0,5.32,A,10+ years,104000.0,Fully Paid,debt_consolidation
2000.0,12.88,C,1 year,46000.0,Fully Paid,other
31000.0,17.97,D,5 years,80000.0,Charged Off,debt_consolidation
9000.0,11.99,C,< 1 year,55120.0,Fully Paid,credit_card
20000.0,11.99,C,7 years,55000.0,Fully Paid,credit_card
30000.0,12.88,C,3 years,72000.0,Fully Paid,credit_card
18175.0,13.99,C,10+ years,86000.0,Fully Paid,debt_consolidation
16200.0,18.99,E,10+ years,45000.0,Fully Paid,debt_consolidation
20000.0,13.99,C,10+ years,88000.0,Fully Paid,debt_consolidation
35000.0,11.99,C,1 year,225000.0,Fully Paid,debt_consolidation
10000.0,9.17,B,1 year,28000.0,Fully Paid,credit_card
12000.0,5.32,A,2 years,128000.0,Fully Paid,credit_card
28000.0,12.59,C,2 years,150000.0,Current,debt_consolidation
14000.0,5.32,A,10+ years,59000.0,Fully Paid,credit_card
24000.0,11.99,C,10+ years,77000.0,Charged Off,credit_card
30000.0,12.88,C,< 1 year,76000.0,Fully Paid,debt_consolidation
35000.0,11.99,C,5 years,173500.0,Current,debt_consolidation
5000.0,9.8,B,1 year,120000.0,Fully Paid,debt_consolidation
10000.0,9.17,B,10+ years,54000.0,Fully Paid,credit_card
28000.0,9.17,B,3 years,65000.0,Fully Paid,credit_card
20225.0,16.55,D,10+ years,46000.0,Fully Paid,debt_consolidation
24700.0,23.13,F,6 years,65000.0,Current,debt_consolidation
28000.0,5.32,A,6 years,90000.0,Fully Paid,credit_card
6500.0,6.49,A,10+ years,35000.0,Fully Paid,credit_card
30800.0,12.88,C,10+ years,70000.0,Fully Paid,credit_card
21000.0,13.99,C,10+ years,105249.0,Current,credit_card
14775.0,13.99,C,< 1 year,57200.0,Fully Paid,debt_consolidation
24925.0,11.48,B,9 years,70000.0,Fully Paid,debt_consolidation
23000.0,9.17,B,10+ years,110000.0,Fully Paid,debt_consolidation
8000.0,9.17,B,4 years,60000.0,Fully Paid,credit_card
30000.0,11.48,B,5 years,200000.0,Fully Paid,debt_consolidation
19000.0,16.59,D,7 years,91000.0,Fully Paid,credit_card
12000.0,17.27,D,8 years,113000.0,Fully Paid,debt_consolidation
18000.0,19.48,E,2 years,43000.0,Charged Off,debt_consolidation
28000.0,5.32,A,3 years,202000.0,Fully Paid,debt_consolidation
5000.0,11.99,C,< 1 year,70000.0,Fully Paid,debt_consolidation
9000.0,9.17,B,8 years,55000.0,Fully Paid,debt_consolidation
12000.0,12.88,C,10+ years,72000.0,Fully Paid,debt_consolidation
20000.0,16.59,D,5 years,115000.0,Charged Off,debt_consolidation
10000.0,7.91,A,2 years,103000.0,Fully Paid,debt_consolidation
6000.0,7.49,A,10+ years,90000.0,Fully Paid,debt_consolidation
5600.0,10.78,B,4 years,41000.0,Charged Off,debt_consolidation
18200.0,12.88,C,5 years,60000.0,Current,debt_consolidation
3000.0,14.85,C,10+ years,70000.0,Fully Paid,other
4800.0,11.48,B,9 years,52000.0,Fully Paid,debt_consolidation
24550.0,13.44,C,8 years,78500.0,Fully Paid,debt_consolidation
8000.0,13.99,C,10+ years,60000.0,Fully Paid,debt_consolidation
6500.0,8.49,B,4 years,80000.0,Fully Paid,debt_consolidation
10000.0,12.88,C,9 years,95000.0,Charged Off,credit_card
5000.0,12.88,C,10+ years,72000.0,Charged Off,medical
24000.0,9.8,B,10+ years,62500.0,Current,home_improvement
8000.0,17.27,D,,27479.0,Fully Paid,other
15000.0,9.17,B,< 1 year,100000.0,Fully Paid,debt_consolidation
4800.0,13.44,C,,31200.0,Fully Paid,other
10000.0,9.17,B,10+ years,50000.0,Charged Off,debt_consolidation
12675.0,16.59,D,10+ years,50000.0,Fully Paid,home_improvement
15000.0,13.44,C,10+ years,196000.0,Fully Paid,credit_card
22800.0,11.99,C,10+ years,96000.0,Fully Paid,credit_card
14000.0,10.78,B,3 years,55000.0,Fully Paid,credit_card
2100.0,8.49,B,4 years,39000.0,Fully Paid,debt_consolidation
8100.0,20.5,E,4 years,60000.0,Fully Paid,other
24000.0,9.17,B,9 years,72000.0,Fully Paid,credit_card
24000.0,7.91,A,4 years,109000.0,Fully Paid,other
20650.0,11.48,B,1 year,70000.0,Charged Off,credit_card
10800.0,11.99,C,,36000.0,Charged Off,debt_consolidation
10000.0,8.49,B,10+ years,36000.0,Fully Paid,home_improvement
8000.0,11.99,C,7 years,57726.0,Fully Paid,credit_card
12000.0,6.49,A,10+ years,120000.0,Fully Paid,debt_consolidation
12000.0,11.48,B,10+ years,70000.0,Fully Paid,credit_card
18000.0,11.99,C,10+ years,70000.0,Fully Paid,debt_consolidation
5400.0,11.99,C,10+ years,15000.0,Fully Paid,debt_consolidation
7750.0,9.17,B,10+ years,80000.0,Fully Paid,credit_card
15000.0,15.77,D,2 years,50000.0,Fully Paid,other
12600.0,20.5,E,,35000.0,Current,home_improvement
20000.0,13.44,C,3 years,140000.0,Current,debt_consolidation
11000.0,6.99,A,2 years,44000.0,Fully Paid,debt_consolidation
16000.0,11.48,B,10+ years,41000.0,Charged Off,debt_consolidation
15000.0,9.17,B,6 years,90000.0,Fully Paid,credit_card
6000.0,14.85,C,8 years,50000.0,Fully Paid,credit_card
22000.0,6.99,A,< 1 year,140000.0,Fully Paid,debt_consolidation
2100.0,6.49,A,7 years,50000.0,Fully Paid,credit_card
10000.0,11.48,B,5 years,41976.0,Fully Paid,debt_consolidation
14000.0,6.49,A,< 1 year,95000.0,Fully Paid,debt_consolidation
2000.0,9.17,B,2 years,80000.0,Charged Off,debt_consolidation
6000.0,16.59,D,< 1 year,24000.0,Charged Off,credit_card
6500.0,9.17,B,6 years,27000.0,Fully Paid,credit_card
15000.0,18.49,D,10+ years,48000.0,Charged Off,debt_consolidation
24125.0,12.88,C,10+ years,112000.0,Current,debt_consolidation
11200.0,19.89,E,10+ years,45800.0,Charged Off,debt_consolidation
6000.0,13.99,C,10+ years,74800.0,Charged Off,credit_card
26400.0,17.97,D,4 years,67000.0,Charged Off,debt_consolidation
13300.0,13.44,C,7 years,72000.0,Current,credit_card
15000.0,5.32,A,3 years,86000.0,Fully Paid,debt_consolidation
20600.0,9.17,B,10+ years,115000.0,Fully Paid,debt_consolidation
7200.0,12.88,C,4 years,100000.0,Charged Off,debt_consolidation
35000.0,17.97,D,1 year,100000.0,Fully Paid,other
25200.0,5.32,A,10+ years,145000.0,Fully Paid,credit_card
15000.0,7.91,A,,90000.0,Fully Paid,home_improvement
12000.0,12.88,C,< 1 year,75000.0,Fully Paid,debt_consolidation
24000.0,9.17,B,< 1 year,95000.0,Fully Paid,debt_consolidation
12000.0,6.99,A,2 years,100000.0,Fully Paid,debt_consolidation
6500.0,9.17,B,8 years,40000.0,Fully Paid,debt_consolidation
18000.0,14.85,C,3 years,76000.0,Fully Paid,credit_card
10000.0,7.91,A,10+ years,100000.0,Fully Paid,debt_consolidation
8225.0,6.99,A,9 years,45000.0,Fully Paid,debt_consolidation
9500.0,13.44,C,1 year,89000.0,Fully Paid,debt_consolidation
15000.0,17.27,D,6 years,42000.0,Charged Off,debt_consolidation
8400.0,17.27,D,7 years,53500.0,Fully Paid,debt_consolidation
3000.0,13.44,C,< 1 year,40000.0,Fully Paid,other
24000.0,14.85,C,4 years,100000.0,Charged Off,credit_card
2400.0,11.99,C,5 years,83000.0,Charged Off,car
8000.0,13.44,C,10+ years,50000.0,Charged Off,medical
12000.0,14.85,C,3 years,96000.0,Fully Paid,debt_consolidation
25000.0,19.89,E,9 years,80000.0,Charged Off,debt_consolidation
15000.0,6.49,A,1 year,58500.0,Fully Paid,home_improvement
3700.0,10.78,B,< 1 year,35200.0,Fully Paid,home_improvement
35000.0,9.17,B,10+ years,200000.0,Charged Off,credit_card
4800.0,14.85,C,< 1 year,19500.0,Fully Paid,debt_consolidation
7200.0,14.85,C,10+ years,53500.0,Fully Paid,debt_consolidation
24000.0,6.99,A,5 years,125000.0,Fully Paid,credit_card
12300.0,11.99,C,< 1 year,28000.0,Fully Paid,debt_consolidation
1500.0,14.85,C,4 years,68000.0,Fully Paid,medical
9275.0,15.77,D,3 years,120000.0,Fully Paid,debt_consolidation
12000.0,9.17,B,8 years,45000.0,Fully Paid,credit_card
5000.0,8.49,B,10+ years,45000.0,Charged Off,debt_consolidation
14000.0,13.99,C,< 1 year,45000.0,Current,debt_consolidation
10500.0,14.85,C,,40917.0,Charged Off,home_improvement
20000.0,13.44,C,10+ years,98000.0,Current,debt_consolidation
15000.0,11.48,B,5 years,65000.0,Fully Paid,credit_card
8400.0,9.8,B,< 1 year,30000.0,Fully Paid,credit_card
10000.0,9.8,B,< 1 year,38000.0,Fully Paid,home_improvement
16000.0,14.85,C,< 1 year,100000.0,Fully Paid,credit_card
2200.0,9.17,B,10+ years,33000.0,Fully Paid,credit_card
3950.0,11.99,C,5 years,50000.0,Fully Paid,debt_consolidation
7500.0,11.99,C,7 years,65000.0,Fully Paid,credit_card
12625.0,11.48,B,,25260.0,Current,credit_card
5600.0,12.88,C,1 year,76000.0,Fully Paid,debt_consolidation
28000.0,7.91,A,10+ years,150000.0,Fully Paid,credit_card
18000.0,12.88,C,< 1 year,82000.0,Charged Off,debt_consolidation
15425.0,9.17,B,10+ years,70000.0,Charged Off,debt_consolidation
28000.0,8.49,B,< 1 year,150000.0,Fully Paid,major_purchase
8425.0,19.48,E,5 years,24800.0,Charged Off,debt_consolidation
25000.0,7.49,A,1 year,135000.0,Fully Paid,credit_card
9500.0,7.91,A,4 years,48000.0,Fully Paid,credit_card
15500.0,10.78,B,2 years,105000.0,Fully Paid,debt_consolidation
25000.0,9.8,B,4 years,115000.0,Charged Off,credit_card
12000.0,9.8,B,8 years,77000.0,Fully Paid,home_improvement
5000.0,10.78,B,5 years,40000.0,Fully Paid,debt_consolidation
24000.0,9.8,B,2 years,50000.0,Fully Paid,credit_card
28000.0,5.32,A,10+ years,75000.0,Fully Paid,credit_card
18000.0,12.88,C,4 years,108000.0,Fully Paid,debt_consolidation
24000.0,7.91,A,10+ years,100000.0,Fully Paid,home_improvement
16000.0,10.78,B,< 1 year,52688.0,Fully Paid,debt_consolidation
21000.0,11.99,C,10+ years,150000.0,Charged Off,debt_consolidation
32000.0,11.99,C,10+ years,110000.0,Fully Paid,debt_consolidation
10000.0,5.32,A,,80000.0,Fully Paid,credit_card
20000.0,16.59,D,< 1 year,50000.0,Current,debt_consolidation
16000.0,7.91,A,10+ years,82000.0,Fully Paid,credit_card
10000.0,12.88,C,10+ years,46000.0,Fully Paid,debt_consolidation
15000.0,6.49,A,< 1 year,150000.0,Fully Paid,credit_card
11375.0,26.06,F,7 years,34500.0,Fully Paid,debt_consolidation
35000.0,18.2,E,10+ years,99000.0,Current,debt_consolidation
15000.0,5.32,A,4 years,100000.0,Fully Paid,credit_card
18000.0,19.89,E,< 1 year,55000.0,Charged Off,major_purchase
28800.0,13.44,C,7 years,108000.0,Current,credit_card
4800.0,11.99,C,2 years,62000.0,Fully Paid,credit_card
8000.0,13.99,C,2 years,50000.0,Fully Paid,debt_consolidation
2500.0,11.99,C,,18000.0,Fully Paid,debt_consolidation
12000.0,9.8,B,3 years,131000.0,Current,debt_consolidation
9000.0,15.77,D,< 1 year,25000.0,Fully Paid,debt_consolidation
12000.0,6.49,A,6 years,86000.0,Fully Paid,credit_card
10000.0,11.99,C,1 year,42000.0,Fully Paid,debt_consolidation
18000.0,13.44,C,< 1 year,100000.0,Fully Paid,debt_consolidation
18000.0,13.18,C,10+ years,64000.0,Charged Off,debt_consolidation
10000.0,9.17,B,10+ years,45000.0,Fully Paid,debt_consolidation
12000.0,11.99,C,< 1 year,629000.0,In Grace Period,debt_consolidation
10000.0,8.49,B,10+ years,75000.0,Charged Off,credit_card
17475.0,16.59,D,,38000.0,Fully Paid,debt_consolidation
9000.0,10.78,B,,84000.0,Charged Off,debt_consolidation
8800.0,10.78,B,3 years,55000.0,Fully Paid,credit_card
24000.0,11.99,C,1 year,190000.0,Current,debt_consolidation
9700.0,19.48,E,2 years,49000.0,Fully Paid,debt_consolidation
22000.0,15.77,D,10+ years,84000.0,Fully Paid,credit_card
11200.0,9.17,B,< 1 year,102000.0,Fully Paid,debt_consolidation
15000.0,5.32,A,,65000.0,Fully Paid,credit_card
21600.0,13.44,C,3 years,77000.0,Fully Paid,debt_consolidation
12000.0,9.8,B,3 years,70200.0,Fully Paid,credit_card
10000.0,7.49,A,10+ years,69000.0,Fully Paid,home_improvement
18000.0,9.17,B,6 years,70000.0,Charged Off,debt_consolidation
8000.0,12.88,C,10+ years,78000.0,Fully Paid,debt_consolidation
8000.0,12.88,C,10+ years,40000.0,Fully Paid,debt_consolidation
24000.0,13.99,C,3 years,70000.0,Charged Off,credit_card
5000.0,9.17,B,10+ years,55000.0,Fully Paid,debt_consolidation
8150.0,7.91,A,< 1 year,42200.0,Fully Paid,credit_card
12000.0,13.44,C,1 year,70000.0,Fully Paid,debt_consolidation
5000.0,13.99,C,3 years,19000.0,Charged Off,other
20000.0,9.8,B,2 years,80000.0,Fully Paid,credit_card
9600.0,13.99,C,1 year,22900.0,Fully Paid,credit_card
16000.0,13.44,C,10+ years,80000.0,Fully Paid,debt_consolidation
31225.0,23.13,F,10+ years,71000.0,Fully Paid,debt_consolidation
20000.0,9.8,B,10+ years,100000.0,Fully Paid,debt_consolidation
16000.0,18.99,E,8 years,125000.0,Current,credit_card
12500.0,8.49,B,,60000.0,Current,credit_card
21000.0,11.48,B,10+ years,132000.0,Fully Paid,debt_consolidation
10000.0,16.59,D,10+ years,65000.0,Charged Off,other
15000.0,5.32,A,3 years,74000.0,Fully Paid,debt_consolidation
7000.0,9.8,B,,20890.8,Fully Paid,moving
9000.0,5.32,A,10+ years,71000.0,Fully Paid,debt_consolidation
28000.0,12.88,C,5 years,369000.0,Fully Paid,other
10000.0,11.48,B,9 years,43000.0,Fully Paid,debt_consolidation
3600.0,13.99,C,10+ years,46000.0,Fully Paid,debt_consolidation
35000.0,9.17,B,10+ years,118000.0,Charged Off,debt_consolidation
10000.0,13.44,C,9 years,40000.0,Fully Paid,debt_consolidation
35000.0,11.48,B,10+ years,104000.0,Fully Paid,debt_consolidation
15000.0,9.17,B,8 years,80000.0,Fully Paid,debt_consolidation
13250.0,14.85,C,6 years,60000.0,Fully Paid,debt_consolidation
7000.0,7.91,A,3 years,48000.0,Fully Paid,credit_card
20000.0,12.88,C,10+ years,97200.0,Fully Paid,debt_consolidation
19200.0,11.99,C,10+ years,80000.0,Fully Paid,debt_consolidation
3125.0,19.48,E,< 1 year,48000.0,Charged Off,debt_consolidation
16000.0,7.49,A,1 year,47500.0,Fully Paid,credit_card
24000.0,5.32,A,10+ years,103000.0,Fully Paid,credit_card
24000.0,14.85,C,2 years,125000.0,Charged Off,small_business
10800.0,13.44,C,4 years,60000.0,Fully Paid,debt_consolidation
15000.0,9.17,B,10+ years,750000.0,Fully Paid,home_improvement
24000.0,6.49,A,10+ years,118346.0,Fully Paid,debt_consolidation
15875.0,18.99,E,< 1 year,35100.0,Fully Paid,debt_consolidation
19200.0,6.99,A,2 years,80000.0,Fully Paid,debt_consolidation
14000.0,13.44,C,10+ years,115000.0,Current,debt_consolidation
32000.0,22.45,F,3 years,225000.0,Fully Paid,debt_consolidation
8000.0,6.99,A,10+ years,60000.0,Fully Paid,credit_card
8000.0,13.44,C,2 years,65000.0,Fully Paid,home_improvement
